"Lung and Bronchus Cancer"
"5-Year SEER Relative Survival Rates, 2009-2015"

Sex,Race/Ethnicity,Age,"Stage at Diagnosis","Relative Survival Rate (%)","Relative Survival Rate Standard Error","Relative Survival Rate Lower Confidence Interval","Relative Survival Rate Upper Confidence Interval"
"Both Sexes","Non-Hispanic White","Ages 50-64",Distant,5.9740,0.1587,5.6681,6.2903
"Both Sexes","Non-Hispanic White","Ages 50-64",Unstaged,13.8497,1.1176,11.7472,16.1232
"Both Sexes","Non-Hispanic White","Ages 65+","All Stages",18.4703,0.1442,18.1885,18.7538
"Both Sexes","Non-Hispanic White","Ages 65+",Localized,53.3147,0.4838,52.3616,54.2578
"Both Sexes","Non-Hispanic White","Ages 65+",Regional,27.6018,0.3578,26.9025,28.3050
"Both Sexes","Non-Hispanic White","Ages 65+",Distant,4.1248,0.1027,3.9268,4.3295
"Both Sexes","Non-Hispanic White","Ages 65+",Unstaged,5.6127,0.3668,4.9236,6.3618
"Both Sexes","Non-Hispanic White","Ages <15","All Stages",-,-,-,-
"Both Sexes","Non-Hispanic White","Ages <15",Localized,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages <15",Regional,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages <15",Distant,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages <15",Unstaged,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages 15-39","All Stages",49.0051,1.7106,45.6096,52.3086
"Both Sexes","Non-Hispanic White","Ages 15-39",Localized,96.5802,1.2869,92.8949,98.3706
"Both Sexes","Non-Hispanic White","Ages 15-39",Regional,64.9198,3.5481,57.4884,71.3806
"Both Sexes","Non-Hispanic White","Ages 15-39",Distant,15.1776,1.9222,11.6408,19.1518
"Both Sexes","Non-Hispanic White","Ages 15-39",Unstaged,67.0289,10.8307,41.3577,83.4218
"Both Sexes","Non-Hispanic White","Ages 40-64","All Stages",21.4974,0.1926,21.1211,21.8761
"Both Sexes","Non-Hispanic White","Ages 40-64",Localized,66.5960,0.6321,65.3402,67.8181
"Both Sexes","Non-Hispanic White","Ages 40-64",Regional,36.0005,0.4838,35.0526,36.9490
"Both Sexes","Non-Hispanic White","Ages 40-64",Distant,6.1502,0.1513,5.8582,6.4514
"Both Sexes","Non-Hispanic White","Ages 40-64",Unstaged,14.8816,1.0954,12.8104,17.0998
"Both Sexes","Non-Hispanic White","Ages 65-74","All Stages",21.4610,0.2023,21.0658,21.8587
"Both Sexes","Non-Hispanic White","Ages 65-74",Localized,60.1118,0.6165,58.8919,61.3082
"Both Sexes","Non-Hispanic White","Ages 65-74",Regional,30.9058,0.4838,29.9598,31.8562
"Both Sexes","Non-Hispanic White","Ages 65-74",Distant,5.0520,0.1510,4.7619,5.3537
"Both Sexes","Non-Hispanic White","Ages 65-74",Unstaged,9.3084,0.7485,7.9088,10.8417
"Both Sexes","Non-Hispanic White","Ages 75+","All Stages",15.3540,0.2072,14.9504,15.7625
"Both Sexes","Non-Hispanic White","Ages 75+",Localized,45.8859,0.7555,44.3987,47.3595
"Both Sexes","Non-Hispanic White","Ages 75+",Regional,23.8235,0.5340,22.7840,24.8770
"Both Sexes","Non-Hispanic White","Ages 75+",Distant,3.1310,0.1394,2.8661,3.4128
"Both Sexes","Non-Hispanic White","Ages 75+",Unstaged,3.7693,0.3993,3.0421,4.6093
"Both Sexes","Non-Hispanic White","Ages < 20","All Stages",86.3382,5.2324,71.9105,93.6654
"Both Sexes","Non-Hispanic White","Ages < 20",Localized,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages < 20",Regional,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages < 20",Distant,-,-,-,-
"Both Sexes","Non-Hispanic White","Ages < 20",Unstaged,-,-,-,-
"Both Sexes","White (includes Hispanic)","All Ages","All Stages",19.5265,0.1104,19.3105,19.7434
"Both Sexes","White (includes Hispanic)","All Ages",Localized,57.3409,0.3742,56.6039,58.0705
"Both Sexes","White (includes Hispanic)","All Ages",Regional,30.6608,0.2777,30.1173,31.2057
"Both Sexes","White (includes Hispanic)","All Ages",Distant,4.9373,0.0824,4.7775,5.1007
"Both Sexes","White (includes Hispanic)","All Ages",Unstaged,7.4078,0.3496,6.7422,8.1125
"Both Sexes","White (includes Hispanic)","Ages < 50","All Stages",27.8038,0.5482,26.7340,28.8826
"Both Sexes","White (includes Hispanic)","Ages < 50",Localized,82.6523,1.2697,79.9998,84.9865
"Both Sexes","White (includes Hispanic)","Ages < 50",Regional,45.2703,1.3476,42.6106,47.8897
"Both Sexes","White (includes Hispanic)","Ages < 50",Distant,8.5312,0.4637,7.6513,9.4686
"Both Sexes","White (includes Hispanic)","Ages < 50",Unstaged,34.8072,3.8509,27.3605,42.3444
"Both Sexes","White (includes Hispanic)","Ages 50-64","All Stages",21.1736,0.1962,20.7903,21.5593
"Both Sexes","White (includes Hispanic)","Ages 50-64",Localized,65.7749,0.6505,64.4829,67.0327
"Both Sexes","White (includes Hispanic)","Ages 50-64",Regional,35.5501,0.4955,34.5794,36.5216
"Both Sexes","White (includes Hispanic)","Ages 50-64",Distant,6.0351,0.1541,5.7379,6.3420
"Both Sexes","White (includes Hispanic)","Ages 50-64",Unstaged,13.3387,1.0453,11.3710,15.4646
"Both Sexes","White (includes Hispanic)","Ages 65+","All Stages",18.2544,0.1384,17.9840,18.5265
"Both Sexes","White (includes Hispanic)","Ages 65+",Localized,52.9691,0.4672,52.0490,53.8802
"Both Sexes","White (includes Hispanic)","Ages 65+",Regional,27.5108,0.3464,26.8338,28.1916
"Both Sexes","White (includes Hispanic)","Ages 65+",Distant,4.1289,0.0991,3.9379,4.3262
"Both Sexes","White (includes Hispanic)","Ages 65+",Unstaged,5.4872,0.3486,4.8316,6.1985
"Both Sexes","White (includes Hispanic)","Ages <15","All Stages",84.6791,7.1840,63.6357,94.0648
"Both Sexes","White (includes Hispanic)","Ages <15",Localized,-,-,-,-
"Both Sexes","White (includes Hispanic)","Ages <15",Regional,-,-,-,-
"Both Sexes","White (includes Hispanic)","Ages <15",Distant,-,-,-,-
"Both Sexes","White (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
"Both Sexes","White (includes Hispanic)","Ages 15-39","All Stages",47.8745,1.5036,44.8973,50.7869
"Both Sexes","White (includes Hispanic)","Ages 15-39",Localized,94.8356,1.4650,91.0415,97.0487
"Both Sexes","White (includes Hispanic)","Ages 15-39",Regional,67.3862,3.1462,60.7919,73.1210
"Both Sexes","White (includes Hispanic)","Ages 15-39",Distant,15.4307,1.6714,12.3238,18.8600
"Both Sexes","White (includes Hispanic)","Ages 15-39",Unstaged,63.7425,8.6898,44.2598,77.9744
"Both Sexes","White (includes Hispanic)","Ages 40-64","All Stages",21.4606,0.1855,21.0981,21.8253
"Both Sexes","White (includes Hispanic)","Ages 40-64",Localized,66.9259,0.6098,65.7148,68.1052
"Both Sexes","White (includes Hispanic)","Ages 40-64",Regional,36.1443,0.4689,35.2256,37.0634
"Both Sexes","White (includes Hispanic)","Ages 40-64",Distant,6.1940,0.1464,5.9113,6.4852
"Both Sexes","White (includes Hispanic)","Ages 40-64",Unstaged,14.8332,1.0339,12.8745,16.9234
"Both Sexes","White (includes Hispanic)","Ages 65-74","All Stages",21.2569,0.1950,20.8759,21.6404
"Both Sexes","White (includes Hispanic)","Ages 65-74",Localized,59.9200,0.5983,58.7366,61.0816
"Both Sexes","White (includes Hispanic)","Ages 65-74",Regional,30.8178,0.4702,29.8984,31.7413
"Both Sexes","White (includes Hispanic)","Ages 65-74",Distant,5.0551,0.1458,4.7747,5.3463
"Both Sexes","White (includes Hispanic)","Ages 65-74",Unstaged,9.0214,0.7126,7.6882,10.4807
"Both Sexes","White (includes Hispanic)","Ages 75+","All Stages",15.1530,0.1978,14.7677,15.5430
"Both Sexes","White (includes Hispanic)","Ages 75+",Localized,45.4575,0.7254,44.0302,46.8730
"Both Sexes","White (includes Hispanic)","Ages 75+",Regional,23.7645,0.5145,22.7629,24.7792
"Both Sexes","White (includes Hispanic)","Ages 75+",Distant,3.1419,0.1342,2.8866,3.4127
"Both Sexes","White (includes Hispanic)","Ages 75+",Unstaged,3.7476,0.3803,3.0529,4.5453
"Both Sexes","White (includes Hispanic)","Ages < 20","All Stages",84.3306,4.6162,72.6263,91.3191
"Both Sexes","White (includes Hispanic)","Ages < 20",Localized,100.0000,0.0000,-,-
"Both Sexes","White (includes Hispanic)","Ages < 20",Regional,-,-,-,-
"Both Sexes","White (includes Hispanic)","Ages < 20",Distant,-,-,-,-
"Both Sexes","White (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Female,"All Races (includes Hispanic)","All Ages","All Stages",23.0126,0.1517,22.7159,23.3105
Female,"All Races (includes Hispanic)","All Ages",Localized,62.6714,0.4549,61.7726,63.5557
Female,"All Races (includes Hispanic)","All Ages",Regional,34.8189,0.3725,34.0894,35.5493
Female,"All Races (includes Hispanic)","All Ages",Distant,6.3337,0.1230,6.0955,6.5777
Female,"All Races (includes Hispanic)","All Ages",Unstaged,8.9534,0.4870,8.0288,9.9375
Female,"All Races (includes Hispanic)","Ages < 50","All Stages",31.9116,0.6929,30.5575,33.2729
Female,"All Races (includes Hispanic)","Ages < 50",Localized,84.3733,1.3944,81.4155,86.8987
Female,"All Races (includes Hispanic)","Ages < 50",Regional,50.1578,1.6374,46.9053,53.3184
Female,"All Races (includes Hispanic)","Ages < 50",Distant,10.7238,0.6349,9.5197,12.0075
Female,"All Races (includes Hispanic)","Ages < 50",Unstaged,34.7074,4.7370,25.6002,43.9619
Female,"All Races (includes Hispanic)","Ages 50-64","All Stages",25.8305,0.2780,25.2871,26.3769
Female,"All Races (includes Hispanic)","Ages 50-64",Localized,72.6837,0.7526,71.1767,74.1269
Female,"All Races (includes Hispanic)","Ages 50-64",Regional,40.2088,0.6755,38.8830,41.5304
Female,"All Races (includes Hispanic)","Ages 50-64",Distant,8.0377,0.2382,7.5789,8.5128
Female,"All Races (includes Hispanic)","Ages 50-64",Unstaged,18.1560,1.6104,15.1196,21.4191
Female,"All Races (includes Hispanic)","Ages 65+","All Stages",21.1323,0.1882,20.7645,21.5024
Female,"All Races (includes Hispanic)","Ages 65+",Localized,57.5027,0.5792,56.3585,58.6287
Female,"All Races (includes Hispanic)","Ages 65+",Regional,31.3104,0.4638,30.4034,32.2211
Female,"All Races (includes Hispanic)","Ages 65+",Distant,5.1414,0.1455,4.8615,5.4318
Female,"All Races (includes Hispanic)","Ages 65+",Unstaged,6.6458,0.4839,5.7400,7.6370
Female,"All Races (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Female,"All Races (includes Hispanic)","Ages <15",Localized,-,-,-,-
Female,"All Races (includes Hispanic)","Ages <15",Regional,-,-,-,-
Female,"All Races (includes Hispanic)","Ages <15",Distant,-,-,-,-
Female,"All Races (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Female,"All Races (includes Hispanic)","Ages 15-39","All Stages",49.9198,1.8313,46.2778,53.4489
Female,"All Races (includes Hispanic)","Ages 15-39",Localized,95.0904,1.6538,90.5666,97.4747
Female,"All Races (includes Hispanic)","Ages 15-39",Regional,69.4517,3.7216,61.4924,76.0873
Female,"All Races (includes Hispanic)","Ages 15-39",Distant,16.9824,2.1466,13.0174,21.4001
Female,"All Races (includes Hispanic)","Ages 15-39",Unstaged,56.4107,11.3692,31.9373,75.0387
Female,"All Races (includes Hispanic)","Ages 40-64","All Stages",26.1443,0.2599,25.6362,26.6549
Female,"All Races (includes Hispanic)","Ages 40-64",Localized,73.6050,0.6963,72.2115,74.9413
Female,"All Races (includes Hispanic)","Ages 40-64",Regional,40.9572,0.6318,39.7167,42.1931
Female,"All Races (includes Hispanic)","Ages 40-64",Distant,8.2614,0.2238,7.8298,8.7070
Female,"All Races (includes Hispanic)","Ages 40-64",Unstaged,19.4062,1.5484,16.4695,22.5277
Female,"All Races (includes Hispanic)","Ages 65-74","All Stages",25.1896,0.2737,24.6547,25.7276
Female,"All Races (includes Hispanic)","Ages 65-74",Localized,65.4277,0.7395,63.9566,66.8553
Female,"All Races (includes Hispanic)","Ages 65-74",Regional,35.2366,0.6421,33.9794,36.4957
Female,"All Races (includes Hispanic)","Ages 65-74",Distant,6.4910,0.2232,6.0629,6.9379
Female,"All Races (includes Hispanic)","Ages 65-74",Unstaged,12.8331,1.1304,10.7179,15.1442
Female,"All Races (includes Hispanic)","Ages 75+","All Stages",17.3224,0.2599,16.8164,17.8349
Female,"All Races (includes Hispanic)","Ages 75+",Localized,49.4257,0.8910,47.6669,51.1586
Female,"All Races (includes Hispanic)","Ages 75+",Regional,27.1677,0.6709,25.8605,28.4897
Female,"All Races (includes Hispanic)","Ages 75+",Distant,3.8468,0.1895,3.4877,4.2307
Female,"All Races (includes Hispanic)","Ages 75+",Unstaged,4.1996,0.4923,3.3091,5.2415
Female,"All Races (includes Hispanic)","Ages < 20","All Stages",79.4418,5.8323,65.0466,88.4123
Female,"All Races (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Female,"All Races (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Female,"All Races (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Female,"All Races (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","All Ages","All Stages",25.1913,2.5022,20.4383,30.2065
Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",Localized,65.0335,7.4921,48.3265,77.5240
Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",Regional,40.5746,5.6527,29.4959,51.3539
Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",Distant,6.6332,2.1488,3.2437,11.6836
Female,"American Indian / Alaska Native (includes Hispanic)","All Ages",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50","All Stages",34.4331,9.3799,17.2189,52.4061
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Localized,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Regional,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Distant,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64","All Stages",24.7567,3.7838,17.7249,32.4176
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Localized,67.6161,10.0305,43.9267,83.0150
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Regional,32.2271,7.8940,17.7235,47.6607
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Distant,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65+","All Stages",24.4734,3.4098,18.1057,31.3685
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Localized,59.2346,11.5488,33.7448,77.6911
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Regional,44.3702,8.0229,28.4549,59.1331
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Distant,6.5832,2.6074,2.6809,12.9342
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Localized,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Regional,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Distant,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39","All Stages",-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64","All Stages",25.9805,3.6374,19.1635,33.3021
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Localized,69.6911,9.2907,47.4961,83.9344
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Regional,35.7891,7.5425,21.5251,50.2882
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Distant,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74","All Stages",27.8055,4.5336,19.3412,36.8933
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Localized,66.2713,13.5745,33.5672,85.6368
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Regional,51.1282,10.2530,29.9624,68.8398
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Distant,8.5962,3.8822,2.9607,18.0730
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 75+","All Stages",19.2622,5.0629,10.5205,29.9796
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Localized,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Regional,34.4034,11.8456,13.4206,56.7289
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Distant,2.6302,2.5404,0.2195,11.5071
Female,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","All Ages","All Stages",25.5655,0.6398,24.3200,26.8273
Female,"Asian / Pacific Islander (includes Hispanic)","All Ages",Localized,69.7385,1.8180,66.0136,73.1410
Female,"Asian / Pacific Islander (includes Hispanic)","All Ages",Regional,43.3017,1.6991,39.9505,46.6034
Female,"Asian / Pacific Islander (includes Hispanic)","All Ages",Distant,9.3147,0.5913,8.1976,10.5151
Female,"Asian / Pacific Islander (includes Hispanic)","All Ages",Unstaged,12.5463,2.0898,8.8100,16.9711
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 50","All Stages",28.4003,2.4284,23.7397,33.2252
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Localized,84.7499,5.6937,69.3017,92.8057
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Regional,57.7144,7.4269,41.9072,70.6529
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Distant,13.8105,2.2788,9.7193,18.6118
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64","All Stages",30.7065,1.2611,28.2521,33.1913
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Localized,85.7358,2.6161,79.6931,90.0914
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Regional,51.0853,3.2507,44.5427,57.2439
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Distant,12.5024,1.2301,10.2149,15.0307
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Unstaged,23.9611,5.9536,13.4120,36.2017
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65+","All Stages",23.1353,0.7785,21.6260,24.6766
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Localized,62.5298,2.3560,57.7239,66.9519
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Regional,39.2528,2.0585,35.2117,43.2656
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Distant,7.1766,0.6854,5.9111,8.5977
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Unstaged,10.1665,2.2238,6.3443,15.0295
Female,"Asian / Pacific Islander (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Localized,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Regional,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Distant,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39","All Stages",29.9549,4.9829,20.6003,39.8593
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Distant,13.9502,4.5207,6.5929,24.0085
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64","All Stages",30.2018,1.1495,27.9643,32.4670
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Localized,84.9046,2.4719,79.3012,89.0951
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Regional,51.8336,3.0397,45.7154,57.5979
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Distant,12.7690,1.1150,10.6820,15.0480
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Unstaged,21.3081,5.3838,11.8862,32.5514
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74","All Stages",29.9725,1.2474,27.5468,32.4321
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Localized,77.2091,2.8834,70.9458,82.2914
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Regional,45.5342,3.0161,39.5401,51.3231
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Distant,9.1623,1.1536,7.0649,11.5833
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Unstaged,26.3996,5.6100,16.1896,37.7511
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 75+","All Stages",17.9414,0.9871,16.0517,19.9182
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Localized,49.7935,3.5109,42.7360,56.4439
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Regional,33.5485,2.7849,28.1502,39.0230
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Distant,5.6875,0.8338,4.2040,7.4759
Female,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Unstaged,4.3991,1.9207,1.6437,9.2993
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Female,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Female,"Black (includes Hispanic)","All Ages","All Stages",21.0030,0.4381,20.1506,21.8679
Female,"Black (includes Hispanic)","All Ages",Localized,62.1285,1.4653,59.1846,64.9264
Female,"Black (includes Hispanic)","All Ages",Regional,32.2437,1.0658,30.1639,34.3392
Female,"Black (includes Hispanic)","All Ages",Distant,6.2701,0.3556,5.5979,6.9918
Female,"Black (includes Hispanic)","All Ages",Unstaged,10.7758,1.8046,7.5660,14.6215
Female,"Black (includes Hispanic)","Ages < 50","All Stages",26.4826,1.6385,23.3249,29.7367
Female,"Black (includes Hispanic)","Ages < 50",Localized,81.8816,4.2041,71.8420,88.6186
Female,"Black (includes Hispanic)","Ages < 50",Regional,41.2892,3.8162,33.7698,48.6382
Female,"Black (includes Hispanic)","Ages < 50",Distant,9.5873,1.4567,6.9790,12.6809
Female,"Black (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Female,"Black (includes Hispanic)","Ages 50-64","All Stages",23.5897,0.7042,22.2224,24.9818
Female,"Black (includes Hispanic)","Ages 50-64",Localized,71.2869,2.1188,66.8963,75.2058
Female,"Black (includes Hispanic)","Ages 50-64",Regional,35.9581,1.7277,32.5805,39.3431
Female,"Black (includes Hispanic)","Ages 50-64",Distant,7.6944,0.5875,6.5955,8.8982
Female,"Black (includes Hispanic)","Ages 50-64",Unstaged,20.0896,4.3139,12.4161,29.0904
Female,"Black (includes Hispanic)","Ages 65+","All Stages",18.4078,0.5986,17.2502,19.5959
Female,"Black (includes Hispanic)","Ages 65+",Localized,54.1946,2.0889,50.0079,58.1866
Female,"Black (includes Hispanic)","Ages 65+",Regional,28.2354,1.4583,25.4111,31.1203
Female,"Black (includes Hispanic)","Ages 65+",Distant,4.6670,0.4617,3.8203,5.6318
Female,"Black (includes Hispanic)","Ages 65+",Unstaged,6.9781,1.7826,4.0226,11.0143
Female,"Black (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Female,"Black (includes Hispanic)","Ages <15",Localized,-,-,-,-
Female,"Black (includes Hispanic)","Ages <15",Regional,-,-,-,-
Female,"Black (includes Hispanic)","Ages <15",Distant,-,-,-,-
Female,"Black (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Female,"Black (includes Hispanic)","Ages 15-39","All Stages",42.2628,5.2791,31.8407,52.3006
Female,"Black (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Female,"Black (includes Hispanic)","Ages 15-39",Regional,61.9452,9.8166,40.0096,77.8503
Female,"Black (includes Hispanic)","Ages 15-39",Distant,11.8663,5.6901,3.6420,25.3737
Female,"Black (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Female,"Black (includes Hispanic)","Ages 40-64","All Stages",23.7004,0.6497,22.4379,24.9838
Female,"Black (includes Hispanic)","Ages 40-64",Localized,72.3436,1.9562,68.2954,75.9682
Female,"Black (includes Hispanic)","Ages 40-64",Regional,36.3497,1.5820,33.2544,39.4484
Female,"Black (includes Hispanic)","Ages 40-64",Distant,7.9469,0.5474,6.9179,9.0635
Female,"Black (includes Hispanic)","Ages 40-64",Unstaged,21.2297,4.2074,13.6528,29.9337
Female,"Black (includes Hispanic)","Ages 65-74","All Stages",21.4742,0.8349,19.8604,23.1316
Female,"Black (includes Hispanic)","Ages 65-74",Localized,56.0626,2.6629,50.6768,61.0969
Female,"Black (includes Hispanic)","Ages 65-74",Regional,33.8999,1.9754,30.0528,37.7808
Female,"Black (includes Hispanic)","Ages 65-74",Distant,5.9820,0.6800,4.7442,7.4110
Female,"Black (includes Hispanic)","Ages 65-74",Unstaged,12.1951,3.7195,6.1085,20.5203
Female,"Black (includes Hispanic)","Ages 75+","All Stages",14.8130,0.8593,13.1755,16.5416
Female,"Black (includes Hispanic)","Ages 75+",Localized,51.7185,3.3379,44.9869,58.0275
Female,"Black (includes Hispanic)","Ages 75+",Regional,20.3758,2.1064,16.4161,24.6455
Female,"Black (includes Hispanic)","Ages 75+",Distant,3.0834,0.6097,2.0463,4.4495
Female,"Black (includes Hispanic)","Ages 75+",Unstaged,4.1525,1.7503,1.6168,8.5959
Female,"Black (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Female,"Black (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Female,"Black (includes Hispanic)","Ages < 20",Regional,-,-,-,-
