"Prostate Cancer"
"5-Year SEER Relative Survival Rates, 2009-2015"

Sex,Race/Ethnicity,Age,"Stage at Diagnosis","Relative Survival Rate (%)","Relative Survival Rate Standard Error","Relative Survival Rate Lower Confidence Interval","Relative Survival Rate Upper Confidence Interval"
Male,"White (includes Hispanic)","All Ages",Localized,100.0000,0.0072,-,-
Male,"White (includes Hispanic)","All Ages",Regional,100.0000,0.0161,-,-
Male,"White (includes Hispanic)","All Ages",Distant,29.8893,0.5810,28.7544,31.0316
Male,"White (includes Hispanic)","All Ages",Unstaged,74.5128,0.7727,72.9612,75.9906
Male,"White (includes Hispanic)","Ages < 50","All Stages",96.1855,0.3326,95.4761,96.7856
Male,"White (includes Hispanic)","Ages < 50",Localized,99.6140,0.1812,99.0326,99.8463
Male,"White (includes Hispanic)","Ages < 50",Regional,97.1189,0.7668,95.1576,98.2929
Male,"White (includes Hispanic)","Ages < 50",Distant,27.6947,3.4367,21.1886,34.5638
Male,"White (includes Hispanic)","Ages < 50",Unstaged,87.3166,4.2916,75.8860,93.5509
Male,"White (includes Hispanic)","Ages 50-64","All Stages",98.6775,0.0956,98.4764,98.8523
Male,"White (includes Hispanic)","Ages 50-64",Localized,100.0000,0.0064,-,-
Male,"White (includes Hispanic)","Ages 50-64",Regional,99.6298,0.2260,98.7775,99.8883
Male,"White (includes Hispanic)","Ages 50-64",Distant,33.9369,1.0461,31.8924,35.9907
Male,"White (includes Hispanic)","Ages 50-64",Unstaged,87.9803,1.0812,85.6795,89.9334
Male,"White (includes Hispanic)","Ages 65+","All Stages",97.7717,0.1232,97.5167,98.0007
Male,"White (includes Hispanic)","Ages 65+",Localized,100.0000,0.0118,-,-
Male,"White (includes Hispanic)","Ages 65+",Regional,100.0000,0.0342,-,-
Male,"White (includes Hispanic)","Ages 65+",Distant,28.4979,0.7182,27.0979,29.9121
Male,"White (includes Hispanic)","Ages 65+",Unstaged,70.3789,0.9517,68.4679,72.1986
Male,"White (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39","All Stages",82.7048,4.0660,72.9485,89.1970
Male,"White (includes Hispanic)","Ages 15-39",Localized,96.5153,2.6106,85.3748,99.2075
Male,"White (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 40-64","All Stages",98.5502,0.0919,98.3584,98.7197
Male,"White (includes Hispanic)","Ages 40-64",Localized,100.0000,0.0060,-,-
Male,"White (includes Hispanic)","Ages 40-64",Regional,99.5080,0.2172,98.8327,99.7931
Male,"White (includes Hispanic)","Ages 40-64",Distant,33.5982,1.0050,31.6344,35.5717
Male,"White (includes Hispanic)","Ages 40-64",Unstaged,88.0337,1.0519,85.7992,89.9374
Male,"White (includes Hispanic)","Ages 65-74","All Stages",99.9895,0.0141,99.8542,99.9992
Male,"White (includes Hispanic)","Ages 65-74",Localized,100.0000,0.0095,-,-
Male,"White (includes Hispanic)","Ages 65-74",Regional,100.0000,0.0130,-,-
Male,"White (includes Hispanic)","Ages 65-74",Distant,35.0850,1.0689,32.9940,37.1817
Male,"White (includes Hispanic)","Ages 65-74",Unstaged,84.2385,1.1039,81.9365,86.2720
Male,"White (includes Hispanic)","Ages 75+","All Stages",91.3359,0.3887,90.5414,92.0666
Male,"White (includes Hispanic)","Ages 75+",Localized,100.0000,0.0329,-,-
Male,"White (includes Hispanic)","Ages 75+",Regional,89.5178,1.6133,85.8697,92.2664
Male,"White (includes Hispanic)","Ages 75+",Distant,23.5296,0.9779,21.6383,25.4691
Male,"White (includes Hispanic)","Ages 75+",Unstaged,59.4958,1.4221,56.6493,62.2216
Male,"White (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-

"Data Source:"
"SEER 18 areas [http://seer.cancer.gov/registries/terms.html] (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey, and Georgia excluding ATL/RG)."
Methodology:
"The five-year survival rates are calculated using monthly intervals."
"The Expected Survival Life Tables [https://seer.cancer.gov/expsurvival/] by Socio-Economic Standards were used."
"Race/Ethnicity Coding:"
"Rates for American Indians/Alaska Natives only include cases that are in a Purchased/Referred Care Delivery Area (PRCDA). See  SEER Race Recode Documentation for American Indian/Alaskan Native Statistics [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#ai-an]."
"Hispanics and Non-Hispanics are not mutually exclusive from whites, blacks, Asian/Pacific Islanders, and American Indians/Alaska Natives. Incidence data for Hispanics and Non-Hispanics are based on the NAACCR Hispanic Latino Identification Algorithm (NHIA) and exclude cases from the Alaska Native Registry. See SEER Race Recode Documentation for Spanish-Hispanic-Latino Ethnicity [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#hispanic]."
"Cancer Site Coding:"
"See <a href=""https://seer.cancer.gov/explorer/cancer-sites.html"">SEER*Explorer Cancer Site Definitions</a> for details about the coding used for SEER Incidence data."
Timestamp:
"Created by seer.cancer.gov/explorer/application.php on 01/21/2020 6:12 pm."
