"Breast Cancer"
"5-Year SEER Relative Survival Rates, 2009-2015"

Sex,Race/Ethnicity,Age,"Stage at Diagnosis","Relative Survival Rate (%)","Relative Survival Rate Standard Error","Relative Survival Rate Lower Confidence Interval","Relative Survival Rate Upper Confidence Interval"
Female,"Non-Hispanic White","Ages 65-74",Distant,25.2744,1.0696,23.2033,27.3930
Female,"Non-Hispanic White","Ages 65-74",Unstaged,54.4844,2.6034,49.2374,59.4243
Female,"Non-Hispanic White","Ages 75+","All Stages",88.1099,0.3988,87.3040,88.8680
Female,"Non-Hispanic White","Ages 75+",Localized,100.0000,0.0325,-,-
Female,"Non-Hispanic White","Ages 75+",Regional,76.1336,0.8366,74.4464,77.7265
Female,"Non-Hispanic White","Ages 75+",Distant,18.8333,1.0806,16.7650,20.9970
Female,"Non-Hispanic White","Ages 75+",Unstaged,30.8877,1.9711,27.0688,34.7787
Female,"Non-Hispanic White","Ages < 20","All Stages",-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Localized,-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Regional,-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Distant,-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Unstaged,-,-,-,-
Female,"White (includes Hispanic)","All Ages","All Stages",90.8454,0.0954,90.6566,91.0306
Female,"White (includes Hispanic)","All Ages",Localized,99.2329,0.0989,99.0126,99.4042
Female,"White (includes Hispanic)","All Ages",Regional,86.6378,0.1841,86.2724,86.9941
Female,"White (includes Hispanic)","All Ages",Distant,28.6144,0.4804,27.6760,29.5590
Female,"White (includes Hispanic)","All Ages",Unstaged,52.0513,1.1021,49.8683,54.1868
Female,"White (includes Hispanic)","Ages < 50","All Stages",90.8481,0.1532,90.5431,91.1438
Female,"White (includes Hispanic)","Ages < 50",Localized,97.3855,0.1292,97.1197,97.6270
Female,"White (includes Hispanic)","Ages < 50",Regional,88.2866,0.2753,87.7353,88.8148
Female,"White (includes Hispanic)","Ages < 50",Distant,40.6140,1.1560,38.3426,42.8715
Female,"White (includes Hispanic)","Ages < 50",Unstaged,76.1525,2.2399,71.4169,80.2139
Female,"White (includes Hispanic)","Ages 50-64","All Stages",91.4230,0.1229,91.1788,91.6606
Female,"White (includes Hispanic)","Ages 50-64",Localized,98.5145,0.1053,98.2931,98.7073
Female,"White (includes Hispanic)","Ages 50-64",Regional,88.6987,0.2479,88.2028,89.1750
Female,"White (includes Hispanic)","Ages 50-64",Distant,30.0192,0.7687,28.5194,31.5318
Female,"White (includes Hispanic)","Ages 50-64",Unstaged,66.8572,1.8245,63.1401,70.2911
Female,"White (includes Hispanic)","Ages 65+","All Stages",90.3336,0.1945,89.9452,90.7077
Female,"White (includes Hispanic)","Ages 65+",Localized,100.0000,0.0147,-,-
Female,"White (includes Hispanic)","Ages 65+",Regional,82.6535,0.4210,81.8106,83.4614
Female,"White (includes Hispanic)","Ages 65+",Distant,22.1498,0.7217,20.7512,23.5789
Female,"White (includes Hispanic)","Ages 65+",Unstaged,38.4778,1.5227,35.4910,41.4538
Female,"White (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Localized,-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Regional,-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Distant,-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Female,"White (includes Hispanic)","Ages 15-39","All Stages",86.8811,0.3690,86.1391,87.5862
Female,"White (includes Hispanic)","Ages 15-39",Localized,95.5043,0.3500,94.7647,96.1415
Female,"White (includes Hispanic)","Ages 15-39",Regional,84.8945,0.5887,83.7000,86.0089
Female,"White (includes Hispanic)","Ages 15-39",Distant,42.7809,2.0898,38.6576,46.8350
Female,"White (includes Hispanic)","Ages 15-39",Unstaged,78.2044,4.0478,68.9752,84.9825
Female,"White (includes Hispanic)","Ages 40-64","All Stages",91.5951,0.0993,91.3982,91.7876
Female,"White (includes Hispanic)","Ages 40-64",Localized,98.3177,0.0847,98.1432,98.4759
Female,"White (includes Hispanic)","Ages 40-64",Regional,88.9755,0.1943,88.5885,89.3502
Female,"White (includes Hispanic)","Ages 40-64",Distant,32.4676,0.6746,31.1487,33.7924
Female,"White (includes Hispanic)","Ages 40-64",Unstaged,69.3356,1.5146,66.2570,72.1945
Female,"White (includes Hispanic)","Ages 65-74","All Stages",92.5191,0.1938,92.1298,92.8899
Female,"White (includes Hispanic)","Ages 65-74",Localized,99.9080,0.1889,94.9731,99.9984
Female,"White (includes Hispanic)","Ages 65-74",Regional,88.0553,0.4356,87.1725,88.8812
Female,"White (includes Hispanic)","Ages 65-74",Distant,25.2070,1.0118,23.2466,27.2102
Female,"White (includes Hispanic)","Ages 65-74",Unstaged,55.1081,2.4415,50.1900,59.7460
Female,"White (includes Hispanic)","Ages 75+","All Stages",87.3482,0.3805,86.5819,88.0739
Female,"White (includes Hispanic)","Ages 75+",Localized,100.0000,0.0309,-,-
Female,"White (includes Hispanic)","Ages 75+",Regional,75.1378,0.7933,73.5426,76.6527
Female,"White (includes Hispanic)","Ages 75+",Distant,19.0344,1.0414,17.0385,21.1172
Female,"White (includes Hispanic)","Ages 75+",Unstaged,30.4046,1.8833,26.7567,34.1245
Female,"White (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","All Ages","All Stages",83.6237,1.3161,80.8553,86.0269
Male,"All Races (includes Hispanic)","All Ages",Localized,96.1859,1.6633,91.1227,98.3865
Male,"All Races (includes Hispanic)","All Ages",Regional,82.8310,2.0291,78.4230,86.4169
Male,"All Races (includes Hispanic)","All Ages",Distant,21.9837,4.1386,14.4761,30.5017
Male,"All Races (includes Hispanic)","All Ages",Unstaged,65.5750,9.7244,43.1590,80.9038
Male,"All Races (includes Hispanic)","Ages < 50","All Stages",82.2611,2.9356,75.6250,87.2421
Male,"All Races (includes Hispanic)","Ages < 50",Localized,96.2374,2.1740,88.5448,98.7983
Male,"All Races (includes Hispanic)","Ages < 50",Regional,81.2303,5.1300,68.5877,89.1713
Male,"All Races (includes Hispanic)","Ages < 50",Distant,12.8939,10.7980,1.0413,39.8828
Male,"All Races (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 50-64","All Stages",83.9857,1.8132,80.0588,87.2016
Male,"All Races (includes Hispanic)","Ages 50-64",Localized,93.9357,2.1452,87.9901,96.9874
Male,"All Races (includes Hispanic)","Ages 50-64",Regional,86.1680,2.6062,80.1163,90.4864
Male,"All Races (includes Hispanic)","Ages 50-64",Distant,30.4256,6.6295,18.2020,43.5587
Male,"All Races (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 65+","All Stages",83.7227,2.1014,79.1094,87.3987
Male,"All Races (includes Hispanic)","Ages 65+",Localized,97.1232,2.7670,82.0614,99.5699
Male,"All Races (includes Hispanic)","Ages 65+",Regional,80.5859,3.2726,73.1909,86.1330
Male,"All Races (includes Hispanic)","Ages 65+",Distant,16.5943,5.8341,7.1647,29.4103
Male,"All Races (includes Hispanic)","Ages 65+",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 15-39","All Stages",75.9234,8.5315,54.1853,88.3542
Male,"All Races (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 40-64","All Stages",83.9060,1.5696,80.5535,86.7286
Male,"All Races (includes Hispanic)","Ages 40-64",Localized,95.0463,1.6828,90.4307,97.4664
Male,"All Races (includes Hispanic)","Ages 40-64",Regional,85.1640,2.3823,79.7768,89.2130
Male,"All Races (includes Hispanic)","Ages 40-64",Distant,27.3201,5.7316,16.8411,38.8624
Male,"All Races (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 65-74","All Stages",82.9184,2.3101,77.8247,86.9405
Male,"All Races (includes Hispanic)","Ages 65-74",Localized,95.2187,2.7387,85.6561,98.4616
Male,"All Races (includes Hispanic)","Ages 65-74",Regional,79.4078,3.8209,70.6743,85.7983
Male,"All Races (includes Hispanic)","Ages 65-74",Distant,21.5851,6.6890,10.2443,35.6411
Male,"All Races (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 75+","All Stages",85.3235,3.9963,75.3507,91.4834
Male,"All Races (includes Hispanic)","Ages 75+",Localized,95.8626,2.8707,84.4105,98.9520
Male,"All Races (includes Hispanic)","Ages 75+",Regional,82.7307,5.8741,67.3685,91.3027
Male,"All Races (includes Hispanic)","Ages 75+",Distant,12.8877,8.4163,2.1781,33.3865
Male,"All Races (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages","All Stages",75.2232,5.8575,61.4690,84.6562
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Localized,97.1357,5.4641,27.4964,99.9346
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Regional,67.2571,9.7407,44.4260,82.3730
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50","All Stages",-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64","All Stages",76.0280,8.7608,53.5365,88.6726
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Regional,65.6054,13.6972,32.8631,85.2434
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+","All Stages",72.8616,9.3793,49.5378,86.7010
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Localized,96.5272,4.3408,65.1901,99.7084
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39","All Stages",-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64","All Stages",78.5925,7.4012,59.5530,89.4079
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Localized,95.9945,5.4876,53.0656,99.7366
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Regional,68.6194,12.8451,36.8744,86.7485
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74","All Stages",81.3501,9.7071,52.6804,93.5688
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+","All Stages",56.1153,18.4263,17.2039,82.7240
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","All Ages","All Stages",72.4644,3.7377,64.3499,79.0328
Male,"Black (includes Hispanic)","All Ages",Localized,93.6743,3.8658,79.8269,98.1226
Male,"Black (includes Hispanic)","All Ages",Regional,66.2272,6.1882,52.5884,76.7802
Male,"Black (includes Hispanic)","All Ages",Distant,13.7580,7.9885,2.9582,32.7078
Male,"Black (includes Hispanic)","All Ages",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 50","All Stages",61.5098,8.5306,42.7325,75.7465
Male,"Black (includes Hispanic)","Ages < 50",Localized,92.5231,6.0283,66.9030,98.5087
Male,"Black (includes Hispanic)","Ages < 50",Regional,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 50",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 50-64","All Stages",81.0415,4.8596,69.2341,88.6760
Male,"Black (includes Hispanic)","Ages 50-64",Localized,92.6734,5.4209,70.9410,98.3278
Male,"Black (includes Hispanic)","Ages 50-64",Regional,85.3896,7.2961,63.3797,94.6764
Male,"Black (includes Hispanic)","Ages 50-64",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 65+","All Stages",67.9880,6.4608,53.5131,78.8122
Male,"Black (includes Hispanic)","Ages 65+",Localized,90.8762,5.3687,72.5482,97.1881
Male,"Black (includes Hispanic)","Ages 65+",Regional,59.3770,10.0247,37.4018,75.8595
Male,"Black (includes Hispanic)","Ages 65+",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages 65+",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39","All Stages",-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 40-64","All Stages",76.2437,4.3477,66.3954,83.5574
Male,"Black (includes Hispanic)","Ages 40-64",Localized,94.0320,4.1053,78.0985,98.4799
Male,"Black (includes Hispanic)","Ages 40-64",Regional,70.9348,7.6047,53.0889,83.0071
Male,"Black (includes Hispanic)","Ages 40-64",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 65-74","All Stages",68.5532,7.4281,51.5494,80.6437
Male,"Black (includes Hispanic)","Ages 65-74",Localized,94.1602,5.2991,68.6419,99.0423
Male,"Black (includes Hispanic)","Ages 65-74",Regional,51.9808,12.1681,26.7350,72.2875
Male,"Black (includes Hispanic)","Ages 65-74",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages 75+","All Stages",65.8759,12.5932,35.9074,84.3581
Male,"Black (includes Hispanic)","Ages 75+",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages 75+",Regional,70.3955,17.3959,24.7842,91.5451
Male,"Black (includes Hispanic)","Ages 75+",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"Black (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"Hispanic (any race)","All Ages","All Stages",81.7275,4.8844,69.7277,89.3224
Male,"Hispanic (any race)","All Ages",Localized,91.4562,5.7494,70.1273,97.7773
Male,"Hispanic (any race)","All Ages",Regional,83.6686,7.0690,63.6779,93.1981
Male,"Hispanic (any race)","All Ages",Distant,-,-,-,-
Male,"Hispanic (any race)","All Ages",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages < 50","All Stages",84.8451,7.4053,62.7895,94.3617
Male,"Hispanic (any race)","Ages < 50",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages < 50",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages < 50",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages < 50",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 50-64","All Stages",79.6210,8.0367,58.1046,90.8775
Male,"Hispanic (any race)","Ages 50-64",Localized,89.6389,8.9445,52.0057,98.1868
Male,"Hispanic (any race)","Ages 50-64",Regional,92.2719,6.6277,62.9395,98.6125
Male,"Hispanic (any race)","Ages 50-64",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages 50-64",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 65+","All Stages",80.7384,8.2529,57.9413,91.9541
Male,"Hispanic (any race)","Ages 65+",Localized,86.6481,10.5274,47.0049,97.3160
Male,"Hispanic (any race)","Ages 65+",Regional,70.5574,12.7705,38.1200,88.1520
Male,"Hispanic (any race)","Ages 65+",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages 65+",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages <15","All Stages",-,-,-,-
Male,"Hispanic (any race)","Ages <15",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages <15",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages <15",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages <15",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 15-39","All Stages",-,-,-,-
Male,"Hispanic (any race)","Ages 15-39",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages 15-39",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages 15-39",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages 15-39",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 40-64","All Stages",82.0916,5.8563,66.9788,90.7412
Male,"Hispanic (any race)","Ages 40-64",Localized,94.2634,5.4146,67.2178,99.1252
Male,"Hispanic (any race)","Ages 40-64",Regional,94.1101,5.2294,69.4144,98.9957
Male,"Hispanic (any race)","Ages 40-64",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages 40-64",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 65-74","All Stages",71.4877,10.6621,44.8479,86.8932
Male,"Hispanic (any race)","Ages 65-74",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages 65-74",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages 65-74",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages 65-74",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages 75+","All Stages",86.4180,11.1141,44.0097,97.4372
Male,"Hispanic (any race)","Ages 75+",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages 75+",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages 75+",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages 75+",Unstaged,-,-,-,-
Male,"Hispanic (any race)","Ages < 20","All Stages",-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Localized,-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Regional,-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Distant,-,-,-,-
Male,"Hispanic (any race)","Ages < 20",Unstaged,-,-,-,-
Male,"Non-Hispanic White","All Ages","All Stages",86.2508,1.5186,82.9629,88.9467
Male,"Non-Hispanic White","All Ages",Localized,96.6453,2.0086,89.3519,98.9711
Male,"Non-Hispanic White","All Ages",Regional,86.3732,2.2825,81.1699,90.2249
Male,"Non-Hispanic White","All Ages",Distant,26.6797,5.2909,16.9794,37.3613
Male,"Non-Hispanic White","All Ages",Unstaged,52.3324,11.2493,28.9041,71.3307
Male,"Non-Hispanic White","Ages < 50","All Stages",88.4623,2.8919,81.3221,92.9887
Male,"Non-Hispanic White","Ages < 50",Localized,95.8991,2.9233,83.9946,98.9998
Male,"Non-Hispanic White","Ages < 50",Regional,93.1420,3.7600,80.5439,97.6942
Male,"Non-Hispanic White","Ages < 50",Distant,-,-,-,-
Male,"Non-Hispanic White","Ages < 50",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 50-64","All Stages",85.2969,2.0467,80.7547,88.8413
