"Breast Cancer"
"SEER Incidence Rates by Age at Diagnosis, 2012-2016"

Sex,Race/Ethnicity,"Rate Type",Age,"Rate per 100,000","Rate Standard Error","Rate Lower Confidence Interval","Rate Upper Confidence Interval"
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",5-9,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",10-14,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",15-19,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",20-24,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",25-29,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",30-34,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",35-39,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",40-44,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",45-49,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",50-54,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",55-59,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",60-64,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",65-69,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",70-74,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",75-79,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",80-84,-,-,-,-
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",85+,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",<1,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",1-4,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",5-9,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",10-14,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",15-19,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",20-24,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",25-29,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",30-34,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",35-39,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",40-44,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",45-49,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",50-54,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",55-59,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",60-64,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",65-69,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",70-74,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",75-79,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",80-84,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",85+,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",<1,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",1-4,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",5-9,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",10-14,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",15-19,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",20-24,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",25-29,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",30-34,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",35-39,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",40-44,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",45-49,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",50-54,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",55-59,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",60-64,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",65-69,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",70-74,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",75-79,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",80-84,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",85+,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",<1,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",1-4,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",5-9,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",10-14,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",15-19,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",20-24,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",25-29,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",30-34,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",35-39,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",40-44,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",45-49,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",50-54,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",55-59,1.5503,0.3040,1.0127,2.2716
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",60-64,1.5782,0.3365,0.9890,2.3894
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",65-69,2.0443,0.4359,1.2812,3.0952
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",70-74,3.9049,0.7251,2.6152,5.6081
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",75-79,3.2076,0.7780,1.8686,5.1357
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",80-84,4.6529,1.1632,2.6595,7.5560
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",85+,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",<1,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",1-4,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",5-9,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",10-14,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",15-19,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",20-24,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",25-29,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",30-34,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",35-39,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",40-44,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",45-49,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",50-54,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",55-59,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",60-64,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",65-69,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",70-74,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",75-79,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",80-84,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",85+,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",<1,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",1-4,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",5-9,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",10-14,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",15-19,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",20-24,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",25-29,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",30-34,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",35-39,-,-,-,-
Male,"Black (includes Hispanic)","Observed Rates",40-44,1.0163,0.2075,0.6512,1.5122
Male,"Black (includes Hispanic)","Observed Rates",45-49,1.5681,0.2544,1.1097,2.1524
Male,"Black (includes Hispanic)","Observed Rates",50-54,2.1342,0.2960,1.5939,2.7987
Male,"Black (includes Hispanic)","Observed Rates",55-59,3.3902,0.3968,2.6574,4.2626
Male,"Black (includes Hispanic)","Observed Rates",60-64,4.5457,0.5249,3.5755,5.6981
Male,"Black (includes Hispanic)","Observed Rates",65-69,8.0498,0.8259,6.5128,9.8405
Male,"Black (includes Hispanic)","Observed Rates",70-74,8.6645,1.0585,6.7149,11.0037
Male,"Black (includes Hispanic)","Observed Rates",75-79,9.1914,1.3407,6.7535,12.2226
Male,"Black (includes Hispanic)","Observed Rates",80-84,11.1127,1.9058,7.6959,15.5289
Male,"Black (includes Hispanic)","Observed Rates",85+,8.4634,1.8469,5.2390,12.9373
Male,"Black (includes Hispanic)","Delay-adjusted Rates",<1,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",1-4,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",5-9,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",10-14,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",15-19,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",20-24,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",25-29,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",30-34,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",35-39,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",40-44,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",45-49,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",50-54,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",55-59,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",60-64,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",65-69,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",70-74,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",75-79,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",80-84,-,-,-,-
Male,"Black (includes Hispanic)","Delay-adjusted Rates",85+,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",<1,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",1-4,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",5-9,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",10-14,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",15-19,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",20-24,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",25-29,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",30-34,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",35-39,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",40-44,-,-,-,-
Male,"Hispanic (any race)","Observed Rates",45-49,0.4979,0.1113,0.3041,0.7689
Male,"Hispanic (any race)","Observed Rates",50-54,0.8514,0.1581,0.5702,1.2227
Male,"Hispanic (any race)","Observed Rates",55-59,1.0504,0.1985,0.6980,1.5181
Male,"Hispanic (any race)","Observed Rates",60-64,1.8697,0.3116,1.3095,2.5885
Male,"Hispanic (any race)","Observed Rates",65-69,2.9037,0.4650,2.0648,3.9694
Male,"Hispanic (any race)","Observed Rates",70-74,2.7584,0.5631,1.7674,4.1043
Male,"Hispanic (any race)","Observed Rates",75-79,5.0652,0.9248,3.4175,7.2308
Male,"Hispanic (any race)","Observed Rates",80-84,7.0198,1.3510,4.6261,10.2134
Male,"Hispanic (any race)","Observed Rates",85+,6.4723,1.4124,4.0064,9.8935
Male,"Hispanic (any race)","Delay-adjusted Rates",<1,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",1-4,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",5-9,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",10-14,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",15-19,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",20-24,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",25-29,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",30-34,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",35-39,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",40-44,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",45-49,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",50-54,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",55-59,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",60-64,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",65-69,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",70-74,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",75-79,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",80-84,-,-,-,-
Male,"Hispanic (any race)","Delay-adjusted Rates",85+,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",<1,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",1-4,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",5-9,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",10-14,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",15-19,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",20-24,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",25-29,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",30-34,-,-,-,-
Male,"Non-Hispanic White","Observed Rates",35-39,0.1781,0.0432,0.1038,0.2852
Male,"Non-Hispanic White","Observed Rates",40-44,0.4249,0.0648,0.3075,0.5724
Male,"Non-Hispanic White","Observed Rates",45-49,0.7391,0.0811,0.5887,0.9163
Male,"Non-Hispanic White","Observed Rates",50-54,1.4514,0.1076,1.2482,1.6783
Male,"Non-Hispanic White","Observed Rates",55-59,2.1939,0.1330,1.9409,2.4707
Male,"Non-Hispanic White","Observed Rates",60-64,3.2377,0.1726,2.9083,3.5942
Male,"Non-Hispanic White","Observed Rates",65-69,5.1720,0.2393,4.7135,5.6631
Male,"Non-Hispanic White","Observed Rates",70-74,6.0746,0.3116,5.4792,6.7172
Male,"Non-Hispanic White","Observed Rates",75-79,7.6824,0.4210,6.8793,8.5534
Male,"Non-Hispanic White","Observed Rates",80-84,9.0842,0.5400,8.0565,10.2066
Male,"Non-Hispanic White","Observed Rates",85+,8.2963,0.5322,7.2859,9.4076
Male,"Non-Hispanic White","Delay-adjusted Rates",<1,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",1-4,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",5-9,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",10-14,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",15-19,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",20-24,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",25-29,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",30-34,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",35-39,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",40-44,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",45-49,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",50-54,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",55-59,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",60-64,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",65-69,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",70-74,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",75-79,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",80-84,-,-,-,-
Male,"Non-Hispanic White","Delay-adjusted Rates",85+,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",<1,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",1-4,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",5-9,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",10-14,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",15-19,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",20-24,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",25-29,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",30-34,-,-,-,-
Male,"White (includes Hispanic)","Observed Rates",35-39,0.1667,0.0348,0.1057,0.2501
Male,"White (includes Hispanic)","Observed Rates",40-44,0.3624,0.0507,0.2698,0.4765
Male,"White (includes Hispanic)","Observed Rates",45-49,0.6821,0.0679,0.5556,0.8288
Male,"White (includes Hispanic)","Observed Rates",50-54,1.3297,0.0924,1.1547,1.5237
Male,"White (includes Hispanic)","Observed Rates",55-59,1.9913,0.1161,1.7701,2.2324
Male,"White (includes Hispanic)","Observed Rates",60-64,3.0354,0.1553,2.7386,3.3556
Male,"White (includes Hispanic)","Observed Rates",65-69,4.8978,0.2188,4.4783,5.3461
Male,"White (includes Hispanic)","Observed Rates",70-74,5.6697,0.2838,5.1270,6.2543
Male,"White (includes Hispanic)","Observed Rates",75-79,7.4140,0.3902,6.6688,8.2196
Male,"White (includes Hispanic)","Observed Rates",80-84,8.8575,0.5055,7.8943,9.9058
Male,"White (includes Hispanic)","Observed Rates",85+,8.1213,0.5017,7.1676,9.1666
Male,"White (includes Hispanic)","Delay-adjusted Rates",<1,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",1-4,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",5-9,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",10-14,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",15-19,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",20-24,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",25-29,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",30-34,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",35-39,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",40-44,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",45-49,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",50-54,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",55-59,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",60-64,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",65-69,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",70-74,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",75-79,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",80-84,-,-,-,-
Male,"White (includes Hispanic)","Delay-adjusted Rates",85+,-,-,-,-

"Data Source:"
"SEER 21 areas [http://seer.cancer.gov/registries/terms.html] (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey, Georgia excluding ATL/RG, Idaho, New York and Massachusetts)."
Methodology:
"Rates are per 100,000."
"Race/Ethnicity Coding:"
"Rates for American Indians/Alaska Natives only include cases that are in a Purchased/Referred Care Delivery Area (PRCDA). See  SEER Race Recode Documentation for American Indian/Alaskan Native Statistics [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#ai-an]."
"Hispanics and Non-Hispanics are not mutually exclusive from whites, blacks, Asian/Pacific Islanders, and American Indians/Alaska Natives. Incidence data for Hispanics and Non-Hispanics are based on the NAACCR Hispanic Latino Identification Algorithm (NHIA) and exclude cases from the Alaska Native Registry. See SEER Race Recode Documentation for Spanish-Hispanic-Latino Ethnicity [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#hispanic]."
"Cancer Site Coding:"
"See <a href=""https://seer.cancer.gov/explorer/cancer-sites.html"">SEER*Explorer Cancer Site Definitions</a> for details about the coding used for SEER Incidence data."
Timestamp:
"Created by seer.cancer.gov/explorer/application.php on 09/27/2019 6:38 pm."
