"All Cancer Sites Combined"
"SEER Incidence Rates by Age at Diagnosis, 2012-2016"

Sex,Race/Ethnicity,"Rate Type",Age,"Rate per 100,000","Rate Standard Error","Rate Lower Confidence Interval","Rate Upper Confidence Interval"
"Both Sexes","White (includes Hispanic)","Observed Rates",75-79,2253.1484,4.5259,2244.2865,2262.0367
"Both Sexes","White (includes Hispanic)","Observed Rates",80-84,2353.2590,5.3034,2342.8758,2363.6767
"Both Sexes","White (includes Hispanic)","Observed Rates",85+,2152.4727,4.7810,2143.1121,2161.8640
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",<1,24.8063,0.6891,23.4739,26.1943
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",1-4,23.2107,0.3323,22.5639,23.8713
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",5-9,14.0135,0.2288,13.5685,14.4692
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",10-14,16.0905,0.2436,15.6165,16.5751
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",15-19,26.4219,0.3069,25.8238,27.0304
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",20-24,42.2084,0.3758,41.4751,42.9513
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",25-29,66.8236,0.4739,65.8980,67.7589
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",30-34,103.2917,0.5989,102.1212,104.4722
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",35-39,150.1412,0.7491,148.6764,151.6167
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",40-44,234.0697,0.9227,232.2647,235.8851
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",45-49,362.7276,1.1172,360.5412,364.9239
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",50-54,576.7402,1.3686,574.0609,579.4288
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",55-59,838.1181,1.6851,834.8185,841.4274
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",60-64,1182.6796,2.1518,1178.4660,1186.9046
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",65-69,1650.7867,2.7986,1645.3060,1656.2811
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",70-74,2020.7997,3.6762,2013.6007,2028.0179
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",75-79,2296.7626,4.6138,2287.7285,2305.8234
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",80-84,2398.0194,5.4046,2387.4380,2408.6358
"Both Sexes","White (includes Hispanic)","Delay-adjusted Rates",85+,2193.6205,4.8727,2184.0804,2203.1918
Female,"All Races (includes Hispanic)","Observed Rates",<1,24.2881,0.8244,22.6990,25.9591
Female,"All Races (includes Hispanic)","Observed Rates",1-4,20.8559,0.3806,20.1165,21.6156
Female,"All Races (includes Hispanic)","Observed Rates",5-9,12.1803,0.2579,11.6801,12.6965
Female,"All Races (includes Hispanic)","Observed Rates",10-14,14.5492,0.2807,14.0042,15.1099
Female,"All Races (includes Hispanic)","Observed Rates",15-19,23.8549,0.3535,23.1670,24.5581
Female,"All Races (includes Hispanic)","Observed Rates",20-24,40.0986,0.4415,39.2379,40.9735
Female,"All Races (includes Hispanic)","Observed Rates",25-29,70.9630,0.5864,69.8184,72.1218
Female,"All Races (includes Hispanic)","Observed Rates",30-34,122.3059,0.7799,120.7820,123.8441
Female,"All Races (includes Hispanic)","Observed Rates",35-39,191.7920,1.0086,189.8201,193.7792
Female,"All Races (includes Hispanic)","Observed Rates",40-44,302.7152,1.2530,300.2642,305.1812
Female,"All Races (includes Hispanic)","Observed Rates",45-49,443.9924,1.4911,441.0746,446.9248
Female,"All Races (includes Hispanic)","Observed Rates",50-54,615.5989,1.7151,612.2420,618.9697
Female,"All Races (includes Hispanic)","Observed Rates",55-59,786.4874,1.9843,782.6029,790.3864
Female,"All Races (includes Hispanic)","Observed Rates",60-64,1023.9249,2.4322,1019.1633,1028.7032
Female,"All Races (includes Hispanic)","Observed Rates",65-69,1344.9461,3.0715,1338.9327,1350.9798
Female,"All Races (includes Hispanic)","Observed Rates",70-74,1612.8129,3.9557,1605.0691,1620.5848
Female,"All Races (includes Hispanic)","Observed Rates",75-79,1819.7422,4.8706,1810.2083,1829.3138
Female,"All Races (includes Hispanic)","Observed Rates",80-84,1898.9234,5.6287,1887.9072,1909.9879
Female,"All Races (includes Hispanic)","Observed Rates",85+,1735.2495,4.8563,1725.7443,1744.7941
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",<1,24.5836,0.8344,22.9751,26.2746
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",1-4,21.1216,0.3855,20.3727,21.8909
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",5-9,12.3355,0.2612,11.8288,12.8581
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",10-14,14.7393,0.2844,14.1872,15.3073
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",15-19,24.1573,0.3580,23.4607,24.8694
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",20-24,40.5971,0.4470,39.7256,41.4828
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",25-29,71.8591,0.5938,70.6999,73.0324
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",30-34,123.8540,0.7898,122.3108,125.4117
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",35-39,194.2289,1.0215,192.2320,196.2413
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",40-44,306.4591,1.2686,303.9778,308.9557
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",45-49,449.4841,1.5096,446.5301,452.4527
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",50-54,623.8052,1.7380,620.4034,627.2209
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",55-59,797.1300,2.0113,793.1929,801.0818
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",60-64,1037.8442,2.4654,1033.0177,1042.6876
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",65-69,1363.9628,3.1151,1357.8641,1370.0820
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",70-74,1635.5626,4.0117,1627.7092,1643.4443
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",75-79,1844.9758,4.9384,1835.3093,1854.6805
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",80-84,1924.6758,5.7052,1913.5098,1935.8906
Female,"All Races (includes Hispanic)","Delay-adjusted Rates",85+,1758.7314,4.9222,1749.0972,1768.4054
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",<1,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",1-4,11.2898,2.5901,6.7972,17.6305
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",5-9,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",10-14,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",15-19,11.6857,2.4366,7.4077,17.5343
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",20-24,22.0081,3.2808,16.0529,29.4486
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",25-29,44.0773,4.8675,35.0559,54.7115
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",30-34,96.8987,7.5208,82.7186,112.8121
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",35-39,124.3171,9.0189,107.2680,143.3059
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",40-44,185.8410,11.4161,164.1373,209.6163
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",45-49,282.2954,14.0796,255.3709,311.2865
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",50-54,458.5620,17.7026,424.5173,494.6104
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",55-59,594.1450,21.4115,552.9148,637.6356
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",60-64,810.6833,28.2244,756.3011,867.9430
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",65-69,977.7537,36.3631,907.7729,1051.6978
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",70-74,1172.7143,48.5273,1079.5186,1271.8029
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",75-79,1410.9142,64.1325,1288.0003,1542.3943
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",80-84,1563.4800,83.6912,1403.7318,1736.4275
Female,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",85+,1346.3480,80.4597,1193.2524,1513.6397
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",<1,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",1-4,12.3081,2.8260,7.4069,19.1475
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",5-9,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",10-14,-,-,-,-
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",15-19,12.4620,2.6004,7.8970,18.6553
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",20-24,23.6375,3.5274,17.2352,31.5900
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",25-29,46.8451,5.1769,37.2508,58.1140
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",30-34,104.4463,8.1142,89.1479,121.5629
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",35-39,133.6974,9.7068,115.3485,154.0781
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",40-44,199.7719,12.2812,176.4240,225.2899
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",45-49,302.3407,15.0913,273.4821,333.3601
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",50-54,490.3259,18.9436,453.8952,528.8504
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",55-59,639.8791,23.0792,595.4381,686.6936
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",60-64,868.2488,30.2517,809.9612,929.5468
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",65-69,1048.7919,39.0352,973.6696,1128.0642
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",70-74,1256.8191,52.0479,1156.8638,1362.9407
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",75-79,1512.6899,68.8127,1380.8084,1653.5360
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",80-84,1673.0493,89.6250,1501.9782,1857.9118
Female,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",85+,1444.3236,86.3761,1279.9740,1623.5254
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",<1,30.4861,2.9611,24.9596,36.8721
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",1-4,19.1177,1.1635,16.9051,21.5394
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",5-9,9.6099,0.7285,8.2350,11.1486
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",10-14,11.3409,0.7960,9.8344,13.0129
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",15-19,18.5706,1.0101,16.6434,20.6598
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",20-24,28.7276,1.1584,26.5017,31.0905
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",25-29,50.1026,1.4081,47.3804,52.9404
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",30-34,93.4989,1.8932,89.8247,97.2848
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",35-39,155.3258,2.5017,150.4609,160.3080
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",40-44,260.6966,3.2564,254.3528,267.1587
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",45-49,386.0313,4.1668,377.9072,394.2860
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",50-54,488.6999,4.8130,479.3117,498.2259
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",55-59,574.1362,5.4290,563.5443,584.8771
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",60-64,725.2724,6.5920,712.4091,738.3097
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",65-69,890.8512,8.2649,874.7249,907.2000
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",70-74,1014.7195,10.5620,994.1227,1035.6356
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",75-79,1128.5297,12.8549,1103.4734,1154.0114
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",80-84,1263.0642,15.9131,1232.0654,1294.6457
Female,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",85+,1258.1213,15.4015,1228.1140,1288.6766
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",<1,31.5110,3.0613,25.7975,38.1015
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",1-4,19.7678,1.2032,17.4796,22.2696
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",5-9,9.9435,0.7540,8.5207,11.5338
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",10-14,11.7339,0.8237,10.1749,13.4620
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",15-19,19.2062,1.0449,17.2127,21.3652
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",20-24,29.6389,1.1954,27.3419,32.0757
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",25-29,51.7334,1.4542,48.9221,54.6627
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",30-34,96.5420,1.9552,92.7476,100.4505
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",35-39,160.3894,2.5837,155.3649,165.5335
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",40-44,269.2972,3.3644,262.7429,275.9722
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",45-49,398.7859,4.3052,390.3919,407.3133
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",50-54,505.6928,4.9812,495.9763,515.5501
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",55-59,594.1343,5.6191,583.1715,605.2496
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",60-64,750.5521,6.8231,737.2380,764.0442
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",65-69,924.9180,8.5830,908.1712,941.8930
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",70-74,1052.7746,10.9605,1031.4008,1074.4757
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",75-79,1170.8993,13.3406,1144.8965,1197.3380
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",80-84,1309.6335,16.5035,1277.4846,1342.3793
Female,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",85+,1303.0793,15.9549,1271.9937,1334.7255
Female,"Black (includes Hispanic)","Observed Rates",<1,21.5368,1.9499,17.8851,25.7150
Female,"Black (includes Hispanic)","Observed Rates",1-4,15.3711,0.8228,13.8005,17.0714
Female,"Black (includes Hispanic)","Observed Rates",5-9,10.6700,0.6110,9.5060,11.9372
Female,"Black (includes Hispanic)","Observed Rates",10-14,11.6226,0.6379,10.4058,12.9425
Female,"Black (includes Hispanic)","Observed Rates",15-19,16.2836,0.7364,14.8721,17.7929
Female,"Black (includes Hispanic)","Observed Rates",20-24,25.3699,0.8733,23.6870,27.1409
Female,"Black (includes Hispanic)","Observed Rates",25-29,50.6232,1.2850,48.1357,53.2059
Female,"Black (includes Hispanic)","Observed Rates",30-34,95.6882,1.8297,92.1353,99.3430
Female,"Black (includes Hispanic)","Observed Rates",35-39,166.2101,2.4874,161.3702,171.1583
Female,"Black (includes Hispanic)","Observed Rates",40-44,266.8169,3.1504,260.6776,273.0644
Female,"Black (includes Hispanic)","Observed Rates",45-49,403.8258,3.8293,396.3549,411.4022
Female,"Black (includes Hispanic)","Observed Rates",50-54,597.6101,4.6317,588.5662,606.7581
Female,"Black (includes Hispanic)","Observed Rates",55-59,799.4992,5.6354,788.4916,810.6220
Female,"Black (includes Hispanic)","Observed Rates",60-64,1062.6085,7.2065,1048.5304,1076.8284
Female,"Black (includes Hispanic)","Observed Rates",65-69,1321.4277,9.2144,1303.4287,1339.6131
Female,"Black (includes Hispanic)","Observed Rates",70-74,1526.1110,11.7858,1503.0976,1549.3885
Female,"Black (includes Hispanic)","Observed Rates",75-79,1671.4111,14.4935,1643.1235,1700.0634
Female,"Black (includes Hispanic)","Observed Rates",80-84,1719.1687,17.6253,1684.7952,1754.0670
Female,"Black (includes Hispanic)","Observed Rates",85+,1559.9544,16.1699,1528.4211,1591.9746
Female,"Black (includes Hispanic)","Delay-adjusted Rates",<1,22.0148,1.9933,18.2817,26.2814
Female,"Black (includes Hispanic)","Delay-adjusted Rates",1-4,15.7733,0.8445,14.1614,17.5171
Female,"Black (includes Hispanic)","Delay-adjusted Rates",5-9,10.9344,0.6262,9.7414,12.2322
Female,"Black (includes Hispanic)","Delay-adjusted Rates",10-14,11.9056,0.6535,10.6591,13.2569
Female,"Black (includes Hispanic)","Delay-adjusted Rates",15-19,16.7202,0.7562,15.2706,18.2692
Female,"Black (includes Hispanic)","Delay-adjusted Rates",20-24,26.0371,0.8964,24.3096,27.8540
Female,"Black (includes Hispanic)","Delay-adjusted Rates",25-29,51.9342,1.3185,49.3819,54.5833
Female,"Black (includes Hispanic)","Delay-adjusted Rates",30-34,98.1841,1.8777,94.5380,101.9339
Female,"Black (includes Hispanic)","Delay-adjusted Rates",35-39,170.5077,2.5521,165.5419,175.5836
Female,"Black (includes Hispanic)","Delay-adjusted Rates",40-44,273.5962,3.2309,267.3000,280.0023
Female,"Black (includes Hispanic)","Delay-adjusted Rates",45-49,414.1103,3.9274,406.4481,421.8798
Female,"Black (includes Hispanic)","Delay-adjusted Rates",50-54,613.6874,4.7571,604.3987,623.0822
Female,"Black (includes Hispanic)","Delay-adjusted Rates",55-59,821.3522,5.7905,810.0418,832.7798
Female,"Black (includes Hispanic)","Delay-adjusted Rates",60-64,1091.6679,7.4048,1077.2023,1106.2778
Female,"Black (includes Hispanic)","Delay-adjusted Rates",65-69,1360.9569,9.4920,1342.4156,1379.6882
Female,"Black (includes Hispanic)","Delay-adjusted Rates",70-74,1571.2094,12.1365,1547.5112,1595.1769
Female,"Black (includes Hispanic)","Delay-adjusted Rates",75-79,1721.1303,14.9277,1691.9953,1750.6373
Female,"Black (includes Hispanic)","Delay-adjusted Rates",80-84,1770.4614,18.1549,1735.0551,1806.4030
Female,"Black (includes Hispanic)","Delay-adjusted Rates",85+,1605.2943,16.6435,1572.8375,1638.2473
Female,"Hispanic (any race)","Observed Rates",<1,19.3476,1.3164,16.8533,22.1071
Female,"Hispanic (any race)","Observed Rates",1-4,19.9729,0.6654,18.6899,21.3208
Female,"Hispanic (any race)","Observed Rates",5-9,11.7212,0.4580,10.8407,12.6543
Female,"Hispanic (any race)","Observed Rates",10-14,14.8119,0.5287,13.7937,15.8853
Female,"Hispanic (any race)","Observed Rates",15-19,21.1481,0.6348,19.9221,22.4298
Female,"Hispanic (any race)","Observed Rates",20-24,32.1839,0.7747,30.6833,33.7389
Female,"Hispanic (any race)","Observed Rates",25-29,60.5284,1.1029,58.3859,62.7295
Female,"Hispanic (any race)","Observed Rates",30-34,101.8977,1.4461,99.0828,104.7722
Female,"Hispanic (any race)","Observed Rates",35-39,159.9930,1.8637,156.3609,163.6882
Female,"Hispanic (any race)","Observed Rates",40-44,250.0060,2.3986,245.3267,254.7522
Female,"Hispanic (any race)","Observed Rates",45-49,356.9768,3.0101,351.1011,362.9261
Female,"Hispanic (any race)","Observed Rates",50-54,497.8102,3.7909,490.4075,505.2966
Female,"Hispanic (any race)","Observed Rates",55-59,645.4358,4.7618,636.1361,654.8374
Female,"Hispanic (any race)","Observed Rates",60-64,840.7237,6.2209,828.5746,853.0064
Female,"Hispanic (any race)","Observed Rates",65-69,1084.9761,8.2139,1068.9362,1101.1964
Female,"Hispanic (any race)","Observed Rates",70-74,1246.9932,10.4667,1226.5621,1267.6793
Female,"Hispanic (any race)","Observed Rates",75-79,1402.4483,12.9901,1377.1023,1428.1436
Female,"Hispanic (any race)","Observed Rates",80-84,1479.6650,15.8246,1448.8099,1511.0116
Female,"Hispanic (any race)","Observed Rates",85+,1384.4003,15.3453,1354.4854,1414.8093
Female,"Hispanic (any race)","Delay-adjusted Rates",<1,19.7255,1.3427,17.1815,22.5379
Female,"Hispanic (any race)","Delay-adjusted Rates",1-4,20.3345,0.6776,19.0280,21.7066
Female,"Hispanic (any race)","Delay-adjusted Rates",5-9,11.9261,0.4661,11.0300,12.8753
Female,"Hispanic (any race)","Delay-adjusted Rates",10-14,15.0735,0.5381,14.0372,16.1658
Female,"Hispanic (any race)","Delay-adjusted Rates",15-19,21.5001,0.6454,20.2536,22.8029
Female,"Hispanic (any race)","Delay-adjusted Rates",20-24,32.7489,0.7884,31.2216,34.3311
Female,"Hispanic (any race)","Delay-adjusted Rates",25-29,61.5905,1.1224,59.4100,63.8302
Female,"Hispanic (any race)","Delay-adjusted Rates",30-34,103.6597,1.4714,100.7956,106.5841
Female,"Hispanic (any race)","Delay-adjusted Rates",35-39,162.8351,1.8971,159.1379,166.5962
Female,"Hispanic (any race)","Delay-adjusted Rates",40-44,254.3513,2.4407,249.5899,259.1804
Female,"Hispanic (any race)","Delay-adjusted Rates",45-49,363.1774,3.0630,357.1985,369.2307
Female,"Hispanic (any race)","Delay-adjusted Rates",50-54,507.0259,3.8618,499.4847,514.6518
Female,"Hispanic (any race)","Delay-adjusted Rates",55-59,657.3123,4.8503,647.8397,666.8880
Female,"Hispanic (any race)","Delay-adjusted Rates",60-64,856.6046,6.3398,844.2233,869.1211
Female,"Hispanic (any race)","Delay-adjusted Rates",65-69,1104.9494,8.3669,1088.6106,1121.4708
Female,"Hispanic (any race)","Delay-adjusted Rates",70-74,1270.0181,10.6626,1249.2047,1291.0897
Female,"Hispanic (any race)","Delay-adjusted Rates",75-79,1427.8624,13.2285,1402.0513,1454.0270
Female,"Hispanic (any race)","Delay-adjusted Rates",80-84,1505.4275,16.1034,1474.0290,1537.3233
Female,"Hispanic (any race)","Delay-adjusted Rates",85+,1408.3840,15.6143,1377.9449,1439.3230
Female,"Non-Hispanic White","Observed Rates",<1,25.2236,1.2457,22.8409,27.7874
Female,"Non-Hispanic White","Observed Rates",1-4,22.2848,0.5844,21.1539,23.4604
Female,"Non-Hispanic White","Observed Rates",5-9,12.8493,0.3897,12.0967,13.6365
Female,"Non-Hispanic White","Observed Rates",10-14,15.2548,0.4149,14.4524,16.0902
Female,"Non-Hispanic White","Observed Rates",15-19,27.3167,0.5411,26.2664,28.3982
Female,"Non-Hispanic White","Observed Rates",20-24,48.7802,0.6961,47.4254,50.1640
Female,"Non-Hispanic White","Observed Rates",25-29,81.5824,0.8861,79.8547,83.3380
Female,"Non-Hispanic White","Observed Rates",30-34,138.3596,1.1716,136.0727,140.6753
Female,"Non-Hispanic White","Observed Rates",35-39,213.4275,1.5105,210.4771,216.4090
Female,"Non-Hispanic White","Observed Rates",40-44,332.3400,1.8216,328.7791,335.9298
Female,"Non-Hispanic White","Observed Rates",45-49,480.8337,2.0688,476.7874,484.9058
Female,"Non-Hispanic White","Observed Rates",50-54,655.5173,2.2717,651.0724,659.9851
Female,"Non-Hispanic White","Observed Rates",55-59,830.1622,2.5514,825.1690,835.1783
Female,"Non-Hispanic White","Observed Rates",60-64,1076.4226,3.0623,1070.4289,1082.4417
Female,"Non-Hispanic White","Observed Rates",65-69,1430.2795,3.8152,1422.8116,1437.7769
Female,"Non-Hispanic White","Observed Rates",70-74,1737.4521,4.9162,1727.8297,1747.1148
Female,"Non-Hispanic White","Observed Rates",75-79,1970.8038,6.0504,1958.9628,1982.6985
Female,"Non-Hispanic White","Observed Rates",80-84,2030.1975,6.8196,2016.8531,2043.6083
Female,"Non-Hispanic White","Observed Rates",85+,1818.1034,5.6694,1807.0083,1829.2497
Female,"Non-Hispanic White","Delay-adjusted Rates",<1,25.6383,1.2663,23.2162,28.2432
Female,"Non-Hispanic White","Delay-adjusted Rates",1-4,22.6729,0.5946,21.5223,23.8688
Female,"Non-Hispanic White","Delay-adjusted Rates",5-9,13.0724,0.3965,12.3067,13.8730
Female,"Non-Hispanic White","Delay-adjusted Rates",10-14,15.5312,0.4224,14.7143,16.3816
Female,"Non-Hispanic White","Delay-adjusted Rates",15-19,27.7917,0.5505,26.7231,28.8919
Female,"Non-Hispanic White","Delay-adjusted Rates",20-24,49.6167,0.7081,48.2385,51.0241
Female,"Non-Hispanic White","Delay-adjusted Rates",25-29,83.0122,0.9017,81.2542,84.7985
Female,"Non-Hispanic White","Delay-adjusted Rates",30-34,140.7905,1.1923,138.4632,143.1468
Female,"Non-Hispanic White","Delay-adjusted Rates",35-39,217.1768,1.5371,214.1744,220.2106
Female,"Non-Hispanic White","Delay-adjusted Rates",40-44,338.0304,1.8529,334.4084,341.6817
Female,"Non-Hispanic White","Delay-adjusted Rates",45-49,489.1708,2.1048,485.0541,493.3136
Female,"Non-Hispanic White","Delay-adjusted Rates",50-54,667.4297,2.3131,662.9037,671.9787
Female,"Non-Hispanic White","Delay-adjusted Rates",55-59,845.5574,2.5989,840.4712,850.6666
Female,"Non-Hispanic White","Delay-adjusted Rates",60-64,1096.5259,3.1197,1090.4198,1102.6576
Female,"Non-Hispanic White","Delay-adjusted Rates",65-69,1458.6461,3.8911,1451.0294,1466.2926
Female,"Non-Hispanic White","Delay-adjusted Rates",70-74,1772.1017,5.0146,1762.2867,1781.9576
Female,"Non-Hispanic White","Delay-adjusted Rates",75-79,2009.5453,6.1698,1997.4706,2021.6744
Female,"Non-Hispanic White","Delay-adjusted Rates",80-84,2069.4164,6.9518,2055.8132,2083.0868
Female,"Non-Hispanic White","Delay-adjusted Rates",85+,1853.4309,5.7800,1842.1194,1864.7943
Female,"White (includes Hispanic)","Observed Rates",<1,23.3978,0.9505,21.5717,25.3371
Female,"White (includes Hispanic)","Observed Rates",1-4,21.9029,0.4583,21.0137,22.8200
Female,"White (includes Hispanic)","Observed Rates",5-9,12.6379,0.3085,12.0404,13.2574
Female,"White (includes Hispanic)","Observed Rates",10-14,15.3909,0.3381,14.7353,16.0682
Female,"White (includes Hispanic)","Observed Rates",15-19,25.7068,0.4301,24.8708,26.5638
Female,"White (includes Hispanic)","Observed Rates",20-24,43.7610,0.5453,42.6986,44.8431
Female,"White (includes Hispanic)","Observed Rates",25-29,76.1861,0.7201,74.7811,77.6108
Female,"White (includes Hispanic)","Observed Rates",30-34,129.0075,0.9496,127.1530,130.8823
Female,"White (includes Hispanic)","Observed Rates",35-39,199.3322,1.2205,196.9472,201.7389
Female,"White (includes Hispanic)","Observed Rates",40-44,312.0666,1.5013,309.1310,315.0232
Female,"White (includes Hispanic)","Observed Rates",45-49,454.2024,1.7573,450.7646,457.6599
Female,"White (includes Hispanic)","Observed Rates",50-54,627.9657,1.9966,624.0584,631.8914
Female,"White (includes Hispanic)","Observed Rates",55-59,802.9129,2.2934,798.4240,807.4207
Female,"White (includes Hispanic)","Observed Rates",60-64,1045.4242,2.7926,1039.9579,1050.9120
Female,"White (includes Hispanic)","Observed Rates",65-69,1389.5319,3.5128,1382.6553,1396.4341
